Uid,NickName,username,country,골드 수량,선물 수량,선물을 보낸 유저 수,선물 보낸 유저들 정보
"5466400114147328","𝒀𝒊 𝑺𝒆𝒐(이서)","yiseo1202","KR","696","28","12","5581547863343104, 6594755259596800, 4759599771942912, 6112016497246208, 6187706737688576, 5723012627038208, 5117234487951360, 5031460222337024, 5089985066565632, 4664493017858048, 5894485755953152, 6457903536275456"
"4959048000798720","니야","skskdd189","KR","222","2","1","5637236969504768"
"6109648231727104","은지💕","lovely_______ej","KR","271","7","5","5444072370995200, 5477167546564608, 5360515027894272, 6070719910576128, 5489566704402432"
"6057369898188800","박아람","aram._ing","KR","410","7","4","6114198107848704, 6156103286390784, 5929987966107648, 6647620184702976"
"5102625152499712","퓨딩","pureding_2","KR","355","6","5","6521481663938560, 6698144031244288, 5407356425732096, 6010138017529856, 5926420359282688"
"6328463891955712","Nyx🌙","nuit_nyx","KR","393","10","5","5995036987817984, 4850749499375616, 5375845601443840, 6287810849079296, 6737013043429376"
"5127853653950464","eva","evawxsh","KR","643","12","8","6573588628766720, 5889954697052160, 5687061436039168, 6303056085647360, 5654684532670464, 6309540611031040, 6558624863289344, 5794135214981120"
"6683195731673088","미야옹🐱✨","meow__","KR","322","4","3","6391994387726336, 6687647755730944, 6556022138339328"
"5796568576098304","연주하는곰탱","vbears2","KR","365","11","5","6331872533413888, 5571519713574912, 4800294699597824, 5569277598957568, 6262732249825280"
"5631584054935552","탱그링💗","tangleee","KR","197","7","3","6369241609732096, 5242002691719168, 4562293586329600"
"5200475557396480","凌晨 Ling Chen","qaws_1109","TW","166","2","1","6606104371068928"
"6553764611948544","루비","fyKkhfHHg8","KR","388","4","3","5742547148406784, 6245116084813824, 5769732914479104"
"6174156216532992","꽁주","ggongju","KR","277","3","2","5929987966107648, 6324314041417728"
"5824692253229056","김전요","jeonjapayojeong","KR","188","8","4","6331872533413888, 4838509314441216, 5574272133431296, 6529016833310720"
"6231601240145920","지니","an_xna_","KR","625","14","8","6692790769090560, 6323824217096192, 5637236969504768, 4736601974571008, 4797726639456256, 5298021734350848, 5774416461234176, 4879705769312256"
"5153487409971200","芯寶ㄦ","xinyu0427s","TW","356","23","6","6333405652123648, 5802545681072128, 5132411446558720, 5045143909236736, 4743488889225216, 5961140329644032"
"5719657313140736","나홀이","snhw252","KR","255","5","2","4956913889247232, 6662107454832640"
"4522608833462272","진희냥","necomimi","KR","141","7","1","6124390329483264"
"6584306857017344","심쿵가온 kimgaon","pkjy1003","KR","166","6","2","6017775185494016, 6647620184702976"
"5957236484669440","[BB]비비","1004162freesia","KR","266","6","4","5581473156825088, 4927644498198528, 5477049423495168, 4946977258078208"
"6464055508533248","나비","3.0st_","TH","347","17","7","6596215883104256, 6746568053161984, 5870461459628032, 6351157735063552, 6181691879456768, 4960457862217728, 5908142300135424"
"6398710329704448","mimo","mimo101","AT","222","3","2","5992140521406464, 5361892622270464"
"4653291558207488","딸랑이","Mallang_i","KR","298","18","3","4927644498198528, 6617010729975808, 5273812964278272"
"5675134720606208","🌼🌻🌼","zzopy113","KR","148","6","5","5651880938110976, 5463565987414016, 5086717966352384, 4614440547647488, 6551943457734656"
"4930651438252032","수콩이","Su_Kong2","KR","244","4","3","6029881227018240, 6582814902517760, 6625703231684608"
"5004374177021952","나나","nana12341543","KR","233","3","2","4946977258078208, 5062807596630016"
"6642980720148480","☁️하늘이☁️sky☁️","hny1208_","KR","522","24","14","5657303726227456, 4823374318731264, 4860589662928896, 6329932313591808, 5587713912537088, 4694564319461376, 4946977258078208, 6491602989940736, 5429705536503808, 5573584162258944, 5894485755953152, 4614440547647488, 6689114693107712, 4960457862217728"
"5256471523426304","🔮","jiyuul","KR","122","2","1","5312610622963712"
"6723653031100416","민하 minha","minhaa_","KR","255","5","4","4583436728860672, 5633172610285568, 5913611266621440, 6674737003692032"
"6109768758394880","Meow ≽^•⩊•^≼ 서연 🍼","nana_03","VN","121","4","1","6596215883104256"
"6201928904278016","가은","rkdmsxxq","KR","111","1","1","4623956795654144"
"6219665749770240","하나","hana001","KR","111","1","1","4673667017670656"
"5504359328972800","사루","SSSa_Ru","KR","222","2","2","5869111552966656, 5969088721518592"
"6101234002100224","쭈바❤️","gkgus0214","KR","111","1","1","4806107095171072"
"4693888909639680","시즈카","cizuka","KR","155","5","4","5159402046029824, 5153514444423168, 5117179361165312, 5817057326989312"
"6028403068502016","모모리","m5m5_2_","KR","133","3","3","5938503490600960, 5658483165954048, 4552080678060032"
"6506271192842240","엑스","ixovever","KR","116","2","2","6605349383897088, 6298023231553536"
"6169656603508736",".","Ori_Kim","KR","259","7","5","5392994812493824, 6606104371068928, 5535334571507712, 5977233543069696, 4614440547647488"
"6356192360005632","루아","milkuyu","KR","122","2","2","5528871798439936, 5574272133431296"
"6011857565581312","소소🎀碎碎wp.06s","wp.06s","TW","111","1","1","5878484646559744"
"4572800544342016","Junmai Ayano","ayanopi_","JP","111","1","1","5914248452308992"
"5230805596897280","Taeha태하냥","tae_ha_xx","KR","552","12","8","6194895779594240, 5075083099242496, 5392811672862720, 4960457862217728, 6434530127052800, 5870461459628032, 6337185139458048, 6709374488215552"
"6317722738425856","PINGU","_littleppj","TH","111","1","1","5338715334443008"
"5479751875362816","베리 🍓","very_berry","KR","133","3","2","5089070489534464, 5124108008488960"
"5533185811349504","민주💖","ooonon214","KR","111","1","1","5934642701205504"
"5998106712014848","미주 chu 🎀","mijoo1211","KR","111","1","1","5062807596630016"
"4985575213760512","솜솜이💕","roro_706","KR","288","4","4","5238420877148160, 5870461459628032, 6219927855431680, 6156103286390784"
"5484808125874176","고라니율","golaniyule0","KR","122","2","2","5655721032220672, 4838509314441216"
"6271575959339008","혜선이🎶","pak134679","KR","111","1","1","5657303726227456"
"5628591339274240","혜쥬","heayu1","KR","182","8","7","6521481663938560, 6172857072812032, 5018313036070912, 5463565987414016, 5561050918486016, 5862741691465728, 5894485755953152"
"6456131054338048","Anna🍑안나","angna98","JP","111","1","1","4706772231651328"
"4829175631446016","Jisam 👄","jisamss","KR","122","2","2","4706772231651328, 6214009586843648"
"5112568879054848","Pei Pei🩵","pei0827oO","TW","166","6","2","6431665048911872, 5120416142917632"
"4729750938255360","may.e🍑","mayeee","KR","111","1","1","6672373854568448"
"6340347406385152","다영이❤","Dayoung_99","KR","111","1","1","4675689036054528"
"5338517480865792","Yaipeachy_🌷⋆.ೃ࿔*:˚˖","accpeachy","TH","111","2","1","6381373037412352"
"4577489721294848","콩덩이","kkkong","KR","111","2","1","4517453310787584"
"4539874717007872","Lynn 琳琳 @170 Beauty","kumatan0531","TW","111","1","1","5106936027414528"
"4966497623670784","Anna Coco @170beauty","annacoco.co","TW","116","2","2","5106936027414528, 4600631733059584"
"4613106610274304","♥️덩이♥️","heeyome","KR","299","10","6","6249765762301952, 5870461459628032, 4750845708992512, 5177975806033920, 5882932947517440, 6207660232998912"
"5091801079283712","냠냠유아🤤💛","njS0PtmC","KR","122","2","2","6079822966620160, 5089985066565632"
"6035749852741632","우주","pigrabbit","KR","322","3","3","6225975483498496, 4561287627210752, 4960457862217728"
"4881876215070720","하우","oopwety","KR","111","1","1","4607858308218880"
"4744454618611712","신비🔞","Mika0611","KR","596","17","15","4638531464265728, 4799610661765120, 6014297475055616, 5802000840327168, 5583059361333248, 5758869852454912, 6323050233659392, 4691454729453568, 4776349373693952, 6187706737688576, 6589950986092544, 6029881227018240, 5188272310648832, 5086717966352384, 5601470886117376"
"6750648168153088","한여은(chloe)","chloeye_han_ai","KR","111","1","1","5062807596630016"
"5899221773647872","체리🍒","user999","KR","111","1","1","5191502084046848"
"5254086732939264","빈💋","n486486","KR","166","6","2","5632872746582016, 5870461459628032"
"6102169417023488","유진쌤","rWM76pUuA","KR","111","1","1","5637236969504768"
"5140658844598272","찌깡","su99716","KR","111","1","1","5637236969504768"
"4798192687841280","정다별이","jdabyeol2","KR","122","2","2","5637236969504768, 5373480675770368"
"4902593447723008","유요 UYO","rh__ab","KR","111","1","1","5637236969504768"
"5480379087781888","지은쌤","ssamjeeun","KR","222","3","3","5929987966107648, 5991790596521984, 5921231757770752"
"6688550758187008","도 화 桃花","xx_dohwa","KR","255","5","5","6050185898491904, 5506449133469696, 6187706737688576, 4517875492454400, 6707839457624064"
"4892397674889216","옌니","y_ennni","KR","111","1","1","4696158186307584"
"5226643074121728","냥코코","coco.meow","KR","111","1","1","5506449133469696"
"6480022501916672","난나_nanna","nunnu_you","KR","220","8","5","6195895310548992, 5583059361333248, 4585350913785856, 6551943457734656, 6723315784941568"
"6597837481377792","스릴러 Thriller","thriller","KR","111","1","1","6408108509429760"
"6644052302561280","규규","gyugyu_","KR","111","1","1","6408108509429760"
"5356832317177856","Belllab","Belllab","TH","121","3","2","6423759907127296, 5712229044518912"
"6091049340370944","🍑꿀떵이🍑","Honey_hip","KR","111","1","1","5870461459628032"
"6058667832901632","썬스키 Ssunskey","ssunskey","KR","111","1","1","5870461459628032"
"5887692999557120","saha","saha_cos","KR","111","1","1","6571342256013312"
"4671843727835136","Mimi💋","eunmicii","KR","143","13","4","5242002691719168, 5128052830109696, 5800348249096192, 6236026741063680"
"5682428762128384","꾸뿌","ggubbu","KR","121","3","2","5870461459628032, 5067447980589056"
"5705778151358464","코지혁","Cozy_hyuck","KR","166","13","3","6468300407242752, 5342500722638848, 5819531017781248"
"4837930550099968","霜月めあ/Mea Shimotsuki","meameachan","JP","100","1","1","5447520160514048"
"6550807354998784","Anchalee","longaun","TH","100","1","1","5212214167142400"
"6610118421053440","Joanna🎀沐沐","joannalin724","TW","100","1","1","4678958194163712"
"6205036633980928","이치echi","echi_h","KR","100","1","1","6471738097598464"
"6545236498448384","체리🍒","skylacho","KR","100","1","1","5870461459628032"
"4763773593518080","채솔 Ssolar","chaessol_","KR","100","1","1","5870461459628032"
"6002571433345024","연시💓yonsi","sexytage777","KR","176","8","4","6653263303737344, 5297501259497472, 4908374167453696, 5559363647111168"
"6040147395280896","유부녀🍼한나🍼","hanna_1221","KR","66","6","1","6577715634307072"
"6383511881449472","정구 Jung gu","junggu12","KR","69","9","2","5041945523191808, 4628151248158720"
"6210575216279552","다키💓","davely","KR","60","6","1","5120416142917632"
"6515400280965120","菈小菈","lalalalala0730","TW","60","2","1","5108519817904128"
"4685398224535552","Berry 빛베리 ✨ほしの ベリ🍓✨","berry0314","KR","55","1","1","6248386287304704"
"5154546915672064","럭스(Lux)","lux0_0","KR","93","5","3","6692790769090560, 4585350913785856, 6539722878222336"
"6056414047043584","わたあめふわり","watasi_cha","JP","55","1","1","6201942034546688"
"5925847041245184","야화🖤","yahwa__","KR","55","1","1","5972532624687104"
"4755633610752000","セリヌン","serinundayo","JP","55","1","1","6201396023197696"
"4631063934730240","葵葵❤️","yayababy5507","TW","50","10","1","4585350913785856"
"5262278641516544","도희🔥","do_ohee","KR","61","11","2","5870461459628032, 5544433575395328"
"4883533657210880","poki","Poki6624","JP","44","4","1","4878007916494848"
"4825622133276672","Misuru みする","misuru.kawaii","MY","49","5","2","5358700074958848, 6298023231553536"
"5666424603475968","we","fitbya","KR","76","8","4","5029397521104896, 6740874945036288, 4524757488631808, 4584983617404928"
"6243844815519744","Rara🍒","_cccccd","TW","33","3","1","6225975483498496"
"4782209854406656","방울이","2RRoaa___","KR","33","3","1","5379006679285760"
"4509830077022208","Panda🐼 鈞鈞@170Beauty","dec.yang","TW","33","3","1","4879705769312256"
"5938330074284032","시으니","Sinnny_","KR","33","3","1","6323824217096192"
"6606673588584448","野呂ふわり【わ🍙】","fuwa_nyan","JP","74","10","5","6042200051613696, 4780017513201664, 6418847970164736, 5200322076278784, 6694331888238592"
"6141288045019136","셩이 ♡","syo3o_","KR","27","3","2","5931013605031936, 5205075324633088"
"5444418849144832","주빈..💗(Chub.in9)","jubin9","KR","22","2","1","5638693711118336"
"6369701745459200","냥이🐱","pJyYfkDUd3","KR","22","2","1","6479442968903680"
"6054593144487936","배서윤","suzynyanya","KR","22","2","1","4974375087570944"
"5753786740178944","하으니💜","emilyonii","KR","22","2","1","6042174494015488"
"6095244672696320","소은","Yuki_0","KR","32","4","2","6596215883104256, 4845156668997632"
"4707867975090176","일탈 H-cup🍼유부녀","hbbxx_0727","KR","27","3","2","6057000115699712, 4903025997578240"
"4748831059279872","小喵的喵","Miaoh123308","TW","16","2","1","5492851669663744"
"5677994077061120","오상현 jeremy.hyun","ekakthtk","KR","16","2","1","5041945523191808"
"5981751582982144","솬즈","thkss_swAnz","KR","16","2","1","6550695578501120"
"5274281899655168","xixizyzy","ixyzyxy","TH","16","2","1","6414073890406400"
"6107052348997632","🇯🇵MomoAkiba あきばもも","Momo0312","JP","11","1","1","5691799744086016"
"5841729827176448","이지각","leelate","KR","22","2","2","5658483165954048, 5643811334914048"
"5570060455313408","미오 Mio","mio_love_y","KR","11","1","1","5658483165954048"
"5099939312762880","negi kujyo","negikujyo","JP","11","1","1","5387980568592384"
"5587100440264704","Chopper Ting🇹🇼","chopperting","TW","11","1","1","5057356791611392"
"5575050456662016","횰이🖤","ldhhappy7","KR","22","2","2","5759417446498304, 5463565987414016"
"5986697035710464","夏天","lovesummer","TW","11","1","1","6091219361726464"
"6110041649250304","Chris 彬彬 💪🏻","chrisbinbin","TW","11","1","1","4929863633928192"
"5413005284999168","꿍 💋","d161211","KR","11","1","1","4999029897625600"
"5381637246484480","리사","kkor5981","KR","11","1","1","4960316334211072"
"4958663606861824","🔞토끼 Thỏ🔞🐰","Thoiucarot","VN","11","1","1","6596215883104256"
"5758509620854784","이아이올시다😈","leeeae","KR","11","1","1","6596215883104256"
"6016341817622528","chalisa","chalisa","TH","11","1","1","6653281679114240"
"5597250275442688","해뽀얀","ppoyan","KR","22","2","2","6057000115699712, 5657303726227456"
"4840672240795648","반이서🩵","wbmgJVBye3","KR","11","1","1","6473551678996480"
"6555846158647296","미루","mirumiru","KR","11","1","1","4802850450505728"
"6200817365483520","Doris77","Velvetbunny77","TH","11","1","1","5298021734350848"
"4800206971535360","냐냐냥","cutehotcat","KR","32","5","3","5852150420602880, 5730470174195712, 5912667300429824"
"6177914475446272","쥬아쓰 Juass_","juass_","KR","11","1","1","6207660232998912"
"5450040715968512","푸딩🍮","pudingkkk","KR","11","1","1","6207660232998912"
"6201251302932480","쩡이","alswjd04","KR","11","1","1","5159402046029824"
"6519079795752960","아린이❤️","tmtdd22","KR","11","1","1","6706606521909248"
"5995938039857152","신재은 Zenny","zennyrt","KR","11","1","1","5699320299716608"
"6583132883058688","헤니","456818_luv","KR","11","1","1","6537029626953728"
"6526191008284672","윤개굴이","yoon_froggy","KR","11","1","1","4825304741904384"
"6223303741341696","탱글수아🍑","sooaaa","KR","11","1","1","5805926677020672"
"6378520138940416","새벽","sb3507","KR","11","1","1","6042174494015488"
"6245389814661120","Sherly雪兒莉","sherly0528","TW","11","1","1","6754415960457216"
"5184846084308992","하앙 🫦 하영","gkdud150","KR","11","1","1","5238420877148160"
"5555026506481664","설화 / Seolhwa💓","Godseolhwa","KR","27","3","3","5238420877148160, 5280240709992448, 5979933237968896"
"4854295948361728","햄찌민아","kjuhye20","KR","11","1","1","5790183841464320"
"4813303814750208","은지","eunj_ya","KR","11","1","1","5790183841464320"
"4773434252722176","lRsZbxRM4","lRsZbxRM4","KR","11","1","1","5790183841464320"
"5352378786971648","Pinky Lovely 귀여운 💝✨","hnminhau03","VN","11","1","1","5790183841464320"
"4785801020637184","연우 Yeonwoo","KOREA_AV_SEXY","KR","11","1","1","6551943457734656"
"4879422705238016","가영이🐮","yoonkang","KR","11","1","1","6595821547945984"
"4640553234726912","Ivy_아이비","ivy999","KR","11","1","1","6647620184702976"
"6180961171341312","Baby Dior🤍","BabyDD","MY","27","3","3","4842902474522624, 6594198136619008, 6693447128383488"
"5653513384427520","지아🍼🔞","tiiwzteriiz","TH","11","1","1","4887721919971328"
"6394613566865408","콩이","congcong","KR","11","1","1","5359740821635072"
"5611342982414336","헤라","hera183","KR","11","1","1","6207660232998912"
"6555857854201856","Arin_정아린","arin_jj99","KR","11","1","1","6503992533254144"
"6647310955380736","Vivian","vn_hello","TW","10","2","1","5894549144403968"
"5789869268992000","まめだいふく/mamedaifuku","poyodaifukuya","JP","10","2","1","5185922569273344"
"6085035127865344","닉스Nyx","akimriha","KR","10","2","1","4793639474757632"
"4813106108891136","Jade Nguyen","jadenguyenxo","TW","10","2","1","5986930240913408"
"5892478911840256","라임🍋","lime_hi","KR","5","1","1","4585350913785856"
"6743762502090752","기미원🙉","Monkey_37","KR","5","1","1","4585350913785856"
"4910329538347008","🕷️","bebe_px","TH","5","1","1","5944651185717248"
"5676674068971520","maru🌝【ガチムチ丸顔屋さん】","maru_dora93","JP","5","1","1","5195245827588096"
"5419006176854016","영재 YoungJay","youngjay","KR","5","1","1","6390956971720704"
"6449159059931136","징쥬","o_____o__j","KR","5","1","1","4836586546069504"
"4779545814171648","Elvaevac | 艾娃 🦋 엘바","elvaevacc_","MY","5","1","1","6216118198009856"
"5140487796359168","カモミール 🌼 chamomile","chamomile_chami","JP","5","1","1","5280240709992448"
"5477961163931648","謝薇安🖤Vivian🇨🇦 🇹🇼","missingvivian","TW","5","1","1","5570132094550016"
"4727091496550400","HOTBIN(핫빈)","_hotbin_","KR","5","1","1","6499391386812416"
"5930090488856576","水羽えと♡MizuhaneEto","Etocha_cos","JP","5","1","1","5691778591293440"
"6491165539762176","eluvkitty","aradaeyeee","TH","5","1","1","5913138085167104"
"4602370941845504","Nari 나리","embedangiu","VN","5","1","1","5038196608139264"
"5439055788834816","Yejin 예진🔞💦","lyxinhgai","VN","10","2","2","5570132094550016, 4960457862217728"
"5110959292874752","iicex_❄️⛄️","iicex_","TH","10","2","2","5570132094550016, 6414073890406400"
"4857460407074816","도하♡","KVDSChJCu3","KR","5","1","1","6652394936139776"
"6119765052686336","유아리(임산부)","yuari0000","KR","5","1","1","4645956059594752"
"5340661313044480","Dannyxoh","dannyxoh","KR","10","2","2","5696853128314880, 6596232434483200"
"5929727569362944","marin","maccho","JP","5","1","1","5811224354947072"
"5794637440417792","muayyy","Mamuay_x","TH","10","2","2","5862358287319040, 6521750889365504"
"6215570703974400","meowmint","meow_mint","TH","5","1","1","6643898853294080"
"5406254174502912","데이지","dasiyy","KR","5","1","1","5172968409989120"
"6276826575798272","주나🥇","podo88","KR","5","1","1","4848220808347648"
"6539639522131968","Miyuki 🍼","imyourbunny","KR","5","1","1","6021003950096384"
"5903416177262592","SERINA🐱💗","necoserina","JP","5","1","1","6236782914764800"
"5818553141100544","applezze","applezze","TH","5","1","1","6492971434442752"
"4673861618696192","미호","miho_203","KR","5","1","1","4979815635288064"
"5960772762796032","건이","Geon0609","KR","5","1","1","5771938877734912"
"5595749770395648","Cindy 星野優","zihan.1104","TW","5","1","1","6042174494015488"
"5033097999220736","Alice","xin.yanyannn","TW","5","1","1","6418847970164736"
